Contact,Day,Default,Education,Housing,Job,Loan,Marital,Month,Poutcome,Y,Age,Balance,Campaign,Duration,Pdays,Previous
unknown,19,no,secondary,yes,services,yes,married,may,unknown,no,38,497,5,88,-1,0
unknown,2,no,secondary,yes,technician,no,married,jun,unknown,no,35,1707,3,426,-1,0
telephone,18,no,secondary,yes,technician,no,married,nov,other,no,47,826,3,195,112,8
cellular,18,no,primary,no,blue-collar,no,married,aug,unknown,no,45,907,8,230,-1,0
cellular,12,no,secondary,yes,services,no,married,may,unknown,yes,40,1836,2,750,-1,0
cellular,30,no,secondary,no,entrepreneur,no,single,jan,unknown,no,29,404,3,413,-1,0
unknown,4,no,tertiary,yes,management,no,divorced,jun,unknown,no,52,907,2,104,-1,0
cellular,5,no,secondary,yes,technician,yes,married,may,unknown,no,26,18,1,138,-1,0
unknown,29,no,primary,yes,blue-collar,no,single,may,unknown,no,31,-495,2,334,-1,0
unknown,30,no,unknown,yes,services,no,married,may,unknown,no,55,1210,1,868,-1,0
telephone,14,no,secondary,yes,services,no,married,jul,unknown,no,35,819,14,102,-1,0
unknown,28,no,tertiary,no,management,no,divorced,may,unknown,no,56,442,3,77,-1,0
cellular,1,no,secondary,yes,blue-collar,no,single,sep,success,yes,28,-46,1,199,92,14
unknown,7,no,secondary,yes,student,no,single,may,unknown,no,27,671,2,332,-1,0
cellular,7,no,secondary,no,technician,no,married,aug,unknown,no,30,371,2,124,-1,0
cellular,25,no,tertiary,no,technician,no,married,aug,unknown,no,51,-3,9,91,-1,0
cellular,4,no,secondary,yes,management,no,married,may,unknown,no,33,11,3,104,-1,0
cellular,18,no,secondary,yes,blue-collar,no,single,may,failure,no,32,33,1,125,368,4
cellular,18,no,secondary,yes,entrepreneur,no,married,jul,unknown,yes,43,104,3,635,-1,0
cellular,15,no,primary,no,blue-collar,yes,married,jul,unknown,no,46,174,1,90,-1,0
cellular,25,no,tertiary,yes,management,yes,married,jul,unknown,no,32,3107,1,310,-1,0
cellular,6,no,secondary,yes,services,no,married,may,failure,no,40,1438,1,207,351,2
unknown,12,no,secondary,no,blue-collar,no,married,jun,unknown,no,39,1367,1,43,-1,0
telephone,16,no,primary,no,blue-collar,no,married,jul,unknown,no,51,-11,4,126,-1,0
cellular,25,no,secondary,yes,admin.,no,single,jan,success,no,46,1693,1,137,97,1
unknown,15,no,primary,yes,blue-collar,yes,married,may,unknown,no,43,778,5,284,-1,0
cellular,28,no,tertiary,no,technician,no,married,aug,unknown,no,36,837,6,68,-1,0
cellular,18,no,tertiary,no,management,no,married,nov,unknown,no,48,363,1,67,-1,0
cellular,18,no,secondary,yes,admin.,yes,single,may,unknown,no,26,236,2,8,-1,0
cellular,11,no,unknown,yes,admin.,no,single,may,unknown,no,39,0,1,62,-1,0
cellular,7,no,tertiary,no,management,yes,married,jul,unknown,no,47,-50,1,175,-1,0
unknown,13,no,primary,yes,entrepreneur,no,single,may,unknown,yes,23,4,2,395,-1,0
cellular,11,no,tertiary,yes,management,no,divorced,feb,failure,no,54,26306,1,27,84,3
unknown,6,no,secondary,yes,admin.,yes,married,may,unknown,no,38,46,1,195,-1,0
cellular,4,no,secondary,no,technician,yes,married,feb,unknown,no,33,575,2,254,-1,0
cellular,8,no,secondary,no,admin.,yes,divorced,jul,unknown,no,35,148,1,199,-1,0
cellular,26,no,secondary,no,services,no,married,aug,unknown,no,52,431,17,73,-1,0
unknown,14,no,tertiary,yes,technician,no,single,may,unknown,no,25,777,1,351,-1,0
unknown,7,no,tertiary,yes,management,yes,married,may,unknown,yes,29,199,4,1689,-1,0
cellular,21,no,tertiary,no,technician,no,single,nov,unknown,no,35,3552,1,267,-1,0
unknown,5,no,secondary,no,services,no,married,may,unknown,no,49,47,2,234,-1,0
cellular,26,no,secondary,no,admin.,no,divorced,apr,unknown,no,41,3823,10,234,-1,0
cellular,20,no,tertiary,no,management,no,married,aug,unknown,no,32,138,4,94,-1,0
unknown,8,no,secondary,yes,admin.,no,single,may,unknown,no,29,1117,2,77,-1,0
cellular,15,no,secondary,yes,blue-collar,no,married,may,unknown,no,28,1325,1,242,-1,0
cellular,18,no,secondary,no,retired,no,married,jul,unknown,no,59,0,4,247,-1,0
unknown,9,no,tertiary,no,entrepreneur,no,married,jun,unknown,no,34,4343,4,85,-1,0
cellular,22,no,tertiary,no,management,no,divorced,aug,unknown,no,55,1598,4,607,-1,0
cellular,17,no,tertiary,yes,management,no,married,jun,failure,yes,34,3301,2,485,227,4
cellular,27,no,secondary,no,student,no,single,oct,failure,yes,24,822,1,184,91,2
unknown,26,no,secondary,yes,technician,no,divorced,may,unknown,no,42,-280,1,258,-1,0
cellular,16,no,unknown,yes,management,no,single,apr,other,no,34,1534,1,156,147,7
unknown,21,no,secondary,no,admin.,no,married,may,unknown,no,34,1671,1,160,-1,0
unknown,16,no,tertiary,no,self-employed,no,married,jun,unknown,no,51,2007,1,1021,-1,0
cellular,31,no,primary,yes,blue-collar,no,married,jul,unknown,no,58,0,25,5,-1,0
cellular,27,no,secondary,yes,technician,no,married,jan,unknown,yes,44,2776,1,701,-1,0
cellular,18,no,secondary,yes,blue-collar,yes,married,may,failure,yes,33,139,2,732,291,5
cellular,10,no,tertiary,no,management,no,married,aug,unknown,no,34,573,1,122,-1,0
unknown,7,no,secondary,yes,admin.,no,married,may,unknown,no,34,475,1,559,-1,0
unknown,8,no,secondary,yes,blue-collar,yes,divorced,may,unknown,no,42,47,1,141,-1,0
cellular,21,no,tertiary,yes,management,no,single,jul,unknown,no,46,2154,4,87,-1,0
cellular,5,no,tertiary,no,self-employed,no,single,feb,unknown,no,31,96,1,577,-1,0
cellular,11,no,tertiary,yes,entrepreneur,no,married,jul,unknown,no,39,83,2,193,-1,0
cellular,28,no,tertiary,no,management,no,single,aug,unknown,no,34,6766,5,210,-1,0
cellular,6,no,secondary,no,technician,no,married,aug,unknown,no,47,3973,2,732,-1,0
unknown,6,no,secondary,yes,services,yes,divorced,may,unknown,no,42,372,2,121,-1,0
cellular,21,no,secondary,no,blue-collar,yes,single,nov,unknown,no,48,-552,2,150,-1,0
cellular,21,no,tertiary,no,self-employed,no,single,nov,unknown,no,30,48,1,140,-1,0
cellular,20,no,secondary,yes,technician,no,married,nov,unknown,no,38,7696,2,386,-1,0
cellular,11,no,secondary,yes,services,no,married,may,unknown,yes,24,4500,2,733,-1,0
cellular,19,no,secondary,yes,technician,no,married,nov,unknown,no,34,1,1,108,-1,0
cellular,17,no,tertiary,no,management,yes,single,nov,failure,no,46,46,1,80,152,1
unknown,12,yes,secondary,yes,admin.,no,divorced,may,unknown,no,32,-18,3,155,-1,0
cellular,13,no,secondary,yes,services,yes,married,may,unknown,no,46,451,4,389,-1,0
cellular,9,no,tertiary,yes,self-employed,no,married,feb,unknown,no,26,479,3,133,-1,0
cellular,21,no,secondary,yes,blue-collar,no,married,nov,unknown,no,42,0,6,328,-1,0
cellular,23,no,secondary,yes,technician,no,married,jul,unknown,no,50,1130,2,119,-1,0
unknown,16,no,primary,yes,blue-collar,no,married,jun,unknown,no,41,389,6,87,-1,0
cellular,18,no,secondary,no,admin.,yes,single,nov,failure,no,34,10,1,162,173,3
unknown,15,no,secondary,yes,services,no,married,may,unknown,no,32,401,2,294,-1,0
cellular,16,no,tertiary,yes,housemaid,yes,single,jul,unknown,no,58,145,2,128,-1,0
cellular,6,no,secondary,yes,technician,no,married,may,unknown,no,45,115,1,108,-1,0
cellular,6,no,secondary,yes,admin.,yes,single,feb,unknown,no,28,89,2,172,-1,0
unknown,14,no,secondary,yes,technician,yes,married,may,unknown,no,35,94,5,208,-1,0
unknown,20,no,secondary,yes,services,no,married,may,unknown,no,39,1438,2,212,-1,0
cellular,8,no,tertiary,no,unemployed,no,divorced,nov,failure,no,49,780,1,148,871,2
cellular,4,no,tertiary,yes,management,no,married,feb,unknown,no,50,207,1,99,-1,0
cellular,3,no,tertiary,no,management,no,married,feb,success,yes,37,238,1,185,92,1
cellular,6,no,primary,no,blue-collar,no,married,aug,unknown,no,45,2433,2,133,-1,0
cellular,6,no,secondary,no,housemaid,no,single,feb,unknown,no,30,1924,1,170,-1,0
unknown,19,no,tertiary,yes,unemployed,no,married,may,unknown,no,48,-471,7,668,-1,0
cellular,8,no,tertiary,yes,management,no,single,may,failure,no,36,1531,3,81,170,1
cellular,12,no,secondary,no,management,no,single,jun,unknown,no,41,764,2,230,-1,0
unknown,5,no,secondary,no,blue-collar,no,married,may,unknown,no,55,383,1,287,-1,0
cellular,16,no,primary,no,retired,no,married,mar,unknown,no,70,3782,1,618,-1,0
cellular,5,no,tertiary,yes,management,no,married,may,unknown,yes,41,326,1,788,-1,0
cellular,6,no,secondary,no,services,no,divorced,feb,unknown,no,47,691,6,285,-1,0
cellular,21,no,secondary,no,technician,no,single,aug,unknown,no,34,0,2,163,-1,0
cellular,8,no,tertiary,no,management,no,single,jul,unknown,no,33,99,1,159,-1,0
cellular,12,no,secondary,yes,retired,no,married,may,failure,no,58,502,2,197,370,3
cellular,25,no,tertiary,no,management,no,married,jul,unknown,no,51,-15,2,212,-1,0
unknown,29,no,tertiary,yes,management,no,married,may,unknown,no,45,1929,15,44,-1,0
cellular,23,no,secondary,no,admin.,no,married,sep,success,no,55,0,2,180,238,3
unknown,26,no,primary,no,blue-collar,no,single,jun,unknown,no,30,185,1,11,-1,0
unknown,26,no,secondary,yes,management,no,single,may,unknown,no,33,-424,1,863,-1,0
unknown,7,no,secondary,yes,services,no,single,may,unknown,no,27,0,7,388,-1,0
unknown,5,no,secondary,yes,retired,no,married,may,unknown,no,59,319,3,143,-1,0
cellular,7,no,tertiary,yes,management,no,single,may,failure,no,34,171,1,191,294,1
unknown,27,no,tertiary,yes,technician,yes,divorced,may,unknown,no,47,-1148,2,62,-1,0
unknown,9,no,primary,yes,blue-collar,no,married,may,unknown,no,44,-11,1,13,-1,0
cellular,13,no,secondary,yes,admin.,no,single,may,unknown,yes,35,0,1,1073,-1,0
cellular,6,no,tertiary,yes,management,no,married,may,unknown,no,45,-206,2,337,-1,0
telephone,31,no,primary,yes,blue-collar,yes,married,jul,unknown,no,42,704,10,88,-1,0
cellular,2,no,secondary,no,technician,no,married,jun,other,no,38,1931,1,167,298,10
cellular,29,no,secondary,no,technician,no,single,aug,unknown,no,34,943,4,96,-1,0
cellular,13,no,secondary,yes,technician,no,married,apr,unknown,no,35,327,3,537,-1,0
unknown,27,no,secondary,yes,management,no,single,may,unknown,no,29,-105,3,5,-1,0
cellular,5,no,secondary,no,retired,no,married,aug,unknown,no,58,983,1,139,-1,0
unknown,30,no,primary,yes,blue-collar,no,single,may,unknown,no,44,787,2,570,-1,0
cellular,29,no,tertiary,yes,entrepreneur,no,married,jul,unknown,no,45,0,3,100,-1,0
unknown,15,no,secondary,yes,blue-collar,no,married,may,unknown,no,43,3060,2,253,-1,0
cellular,1,no,secondary,yes,services,no,married,apr,unknown,no,44,5780,2,525,-1,0
cellular,20,no,secondary,no,technician,no,single,aug,unknown,no,30,790,3,696,-1,0
unknown,26,no,tertiary,no,unemployed,no,married,may,unknown,no,38,1449,6,535,-1,0
cellular,6,no,secondary,no,technician,no,married,aug,unknown,no,50,1412,3,131,-1,0
unknown,20,no,secondary,no,student,no,single,aug,unknown,no,21,681,1,6,-1,0
cellular,5,no,tertiary,yes,entrepreneur,no,married,feb,unknown,no,38,228,1,105,-1,0
unknown,19,no,secondary,no,admin.,no,married,jun,unknown,no,42,0,1,370,-1,0
cellular,29,no,tertiary,no,technician,no,single,aug,unknown,no,45,2087,14,29,-1,0
cellular,5,no,secondary,yes,entrepreneur,yes,married,may,failure,no,34,2,1,184,167,6
cellular,3,no,secondary,no,technician,yes,married,feb,other,no,48,197,2,47,222,3
unknown,2,no,secondary,no,services,yes,married,jul,unknown,no,34,0,4,193,-1,0
cellular,16,no,secondary,yes,blue-collar,no,married,jul,unknown,yes,32,1905,2,709,-1,0
cellular,6,no,tertiary,no,technician,no,married,aug,unknown,no,35,118,2,358,-1,0
unknown,20,no,tertiary,yes,entrepreneur,no,married,may,unknown,no,39,2644,1,253,-1,0
unknown,6,no,tertiary,yes,self-employed,no,married,jun,unknown,no,36,16430,3,197,-1,0
cellular,22,no,secondary,no,technician,no,married,aug,unknown,no,35,13,2,94,-1,0
cellular,22,no,secondary,no,services,yes,divorced,jul,unknown,no,57,14,2,445,-1,0
cellular,15,no,secondary,yes,technician,no,single,may,failure,no,28,769,1,153,371,2
unknown,18,no,unknown,no,admin.,no,married,jun,unknown,no,43,3485,1,113,-1,0
cellular,17,no,secondary,no,management,no,married,aug,unknown,no,57,139,1,80,-1,0
unknown,15,no,secondary,yes,services,no,divorced,may,unknown,no,34,202,1,318,-1,0
cellular,27,no,tertiary,yes,technician,no,married,jan,failure,no,36,6,1,100,435,1
unknown,20,no,tertiary,no,management,no,divorced,jun,unknown,no,47,2515,3,40,-1,0
unknown,2,no,tertiary,yes,management,no,divorced,jun,unknown,no,36,5195,25,55,-1,0
cellular,20,no,tertiary,no,management,no,married,nov,unknown,no,33,2098,1,67,-1,0
cellular,7,no,tertiary,no,management,no,married,aug,unknown,no,57,320,2,76,-1,0
unknown,16,no,tertiary,yes,management,no,married,may,unknown,no,57,3431,1,73,-1,0
unknown,20,no,secondary,yes,admin.,no,married,may,unknown,no,34,50,2,89,-1,0
cellular,19,no,tertiary,yes,housemaid,no,divorced,aug,unknown,no,51,370,3,109,-1,0
cellular,9,no,primary,no,blue-collar,no,divorced,jul,unknown,no,54,-182,1,98,-1,0
unknown,5,no,tertiary,yes,self-employed,no,single,jun,unknown,no,52,1623,17,21,-1,0
cellular,18,no,tertiary,yes,entrepreneur,no,married,nov,unknown,no,43,13342,1,465,-1,0
cellular,21,no,primary,no,retired,no,single,jul,unknown,no,58,6570,3,106,-1,0
cellular,20,no,secondary,yes,admin.,no,married,apr,failure,no,53,225,1,304,340,1
cellular,30,no,secondary,no,management,no,married,jul,unknown,no,44,-665,3,342,-1,0
unknown,16,no,tertiary,no,management,no,single,may,unknown,no,29,0,25,16,-1,0
unknown,28,no,secondary,yes,services,no,single,may,unknown,yes,27,54,2,543,-1,0
cellular,8,no,primary,no,blue-collar,no,married,jul,unknown,no,35,46,3,338,-1,0
cellular,22,no,secondary,no,self-employed,no,married,aug,unknown,no,40,2,5,197,-1,0
unknown,8,no,secondary,yes,blue-collar,yes,married,may,unknown,no,34,103,2,956,-1,0
cellular,12,no,secondary,yes,admin.,no,single,may,other,no,38,883,1,95,327,9
unknown,15,no,secondary,yes,services,no,married,may,unknown,no,32,55,9,546,-1,0
unknown,30,no,secondary,yes,admin.,yes,married,may,unknown,no,41,8238,4,124,-1,0
cellular,7,no,secondary,yes,blue-collar,no,single,jul,unknown,no,25,913,4,113,-1,0
cellular,7,no,secondary,yes,blue-collar,no,divorced,may,unknown,no,38,595,3,245,-1,0
cellular,22,no,secondary,yes,technician,no,single,jul,unknown,no,26,7,2,188,-1,0
cellular,19,no,tertiary,no,technician,no,single,aug,unknown,no,37,1661,5,199,-1,0
cellular,5,no,tertiary,yes,management,no,married,apr,other,yes,30,102,7,470,426,3
unknown,14,no,secondary,no,services,no,married,may,unknown,no,36,338,1,90,-1,0
unknown,23,no,secondary,yes,management,no,married,may,unknown,no,33,3132,5,350,-1,0
cellular,7,no,tertiary,yes,admin.,no,single,may,failure,no,33,490,1,31,363,2
cellular,9,no,tertiary,yes,management,no,married,jul,unknown,no,35,2682,1,156,-1,0
unknown,27,no,tertiary,yes,services,no,married,may,unknown,no,24,0,1,299,-1,0
cellular,30,no,secondary,no,unemployed,no,married,jan,unknown,no,29,596,2,510,-1,0
cellular,25,no,secondary,yes,blue-collar,no,married,aug,unknown,no,54,2059,4,177,-1,0
cellular,13,no,secondary,no,admin.,no,married,oct,unknown,no,27,132,2,123,-1,0
cellular,2,no,secondary,no,management,no,married,feb,unknown,no,34,0,1,270,-1,0
unknown,16,no,primary,yes,blue-collar,no,married,may,unknown,no,39,385,4,225,-1,0
cellular,28,no,tertiary,no,management,no,married,jan,unknown,no,38,223,1,63,-1,0
unknown,3,no,tertiary,yes,management,no,married,jun,unknown,no,37,0,13,247,-1,0
cellular,30,no,secondary,yes,services,yes,single,jan,failure,no,26,512,5,206,239,3
unknown,6,no,tertiary,yes,entrepreneur,no,married,may,unknown,no,36,1169,2,168,-1,0
unknown,21,no,tertiary,yes,management,no,single,may,unknown,no,35,71,12,836,-1,0
cellular,8,no,tertiary,no,management,no,single,aug,unknown,no,30,940,2,131,-1,0
unknown,3,no,secondary,yes,technician,yes,single,jun,unknown,no,25,-80,1,89,-1,0
cellular,29,no,secondary,yes,technician,no,married,aug,unknown,no,34,0,4,116,-1,0
unknown,12,no,unknown,no,unknown,no,married,jun,unknown,no,52,1317,1,58,-1,0
unknown,6,no,secondary,no,admin.,no,married,sep,unknown,no,39,179,1,36,-1,0
cellular,21,no,secondary,yes,management,no,married,jul,unknown,no,34,1007,2,240,-1,0
cellular,22,no,secondary,no,management,no,single,aug,unknown,no,34,0,4,132,-1,0
cellular,17,no,secondary,yes,services,yes,married,jul,unknown,no,30,1286,1,544,-1,0
unknown,8,no,secondary,yes,services,yes,married,may,unknown,no,33,804,1,266,-1,0
cellular,4,no,secondary,no,student,no,single,feb,unknown,no,30,4,2,443,-1,0
cellular,10,no,primary,yes,blue-collar,no,married,jul,unknown,no,51,0,1,324,-1,0
cellular,6,no,secondary,yes,services,no,single,feb,failure,no,36,417,10,15,207,3
cellular,28,no,primary,no,blue-collar,no,married,jan,unknown,no,48,1678,2,263,-1,0
unknown,11,no,secondary,yes,services,no,divorced,jun,unknown,no,37,532,1,199,-1,0
cellular,29,no,secondary,yes,management,no,married,jul,unknown,no,58,407,2,145,-1,0
cellular,2,no,tertiary,no,management,yes,divorced,jun,unknown,no,56,659,1,56,-1,0
cellular,5,no,secondary,yes,blue-collar,no,married,may,unknown,no,34,393,9,11,-1,0
cellular,18,no,secondary,yes,admin.,no,divorced,nov,other,no,33,661,1,411,173,2
cellular,29,no,secondary,no,services,no,single,jul,unknown,no,26,0,23,165,-1,0
unknown,12,no,unknown,yes,management,no,single,may,unknown,no,40,838,3,619,-1,0
cellular,17,no,secondary,yes,services,no,married,apr,unknown,no,35,195,1,203,-1,0
unknown,7,no,secondary,yes,entrepreneur,no,married,may,unknown,no,45,68,1,254,-1,0
cellular,13,no,secondary,yes,technician,no,single,aug,unknown,yes,37,-242,6,1149,-1,0
unknown,9,no,tertiary,yes,management,no,divorced,may,unknown,no,35,321,1,189,-1,0
cellular,12,no,secondary,yes,services,no,single,nov,success,yes,43,3403,2,707,97,2
cellular,15,no,secondary,yes,blue-collar,no,married,may,unknown,no,28,8,1,196,-1,0
unknown,9,no,secondary,yes,blue-collar,no,divorced,may,unknown,no,32,739,1,171,-1,0
cellular,28,no,secondary,no,unemployed,no,single,jan,unknown,yes,26,622,2,1451,-1,0
unknown,2,no,secondary,yes,services,no,married,jun,unknown,yes,35,152,1,563,-1,0
cellular,11,no,secondary,no,technician,no,single,aug,unknown,no,35,2,4,239,-1,0
telephone,28,no,secondary,yes,blue-collar,no,married,jul,unknown,no,39,1439,6,73,-1,0
cellular,6,no,secondary,yes,blue-collar,no,divorced,may,failure,no,42,1491,2,203,334,2
cellular,6,no,secondary,yes,technician,no,single,may,success,no,32,6402,1,158,167,1
cellular,9,no,secondary,no,unemployed,no,married,jul,unknown,no,30,1210,4,100,-1,0
cellular,8,no,tertiary,no,management,yes,single,jul,unknown,no,26,122,1,160,-1,0
cellular,19,no,secondary,yes,student,no,single,nov,unknown,no,30,0,1,661,-1,0
cellular,14,no,tertiary,yes,management,no,married,may,unknown,no,32,62,1,166,-1,0
cellular,29,no,secondary,yes,services,yes,married,jul,unknown,no,47,3333,2,114,-1,0
unknown,29,no,tertiary,yes,technician,no,married,may,unknown,no,33,16992,1,58,-1,0
telephone,31,no,primary,yes,blue-collar,no,married,jul,unknown,no,57,23,8,25,-1,0
cellular,7,no,secondary,yes,admin.,no,married,may,unknown,no,35,0,2,121,-1,0
unknown,16,no,tertiary,no,technician,yes,married,jun,unknown,no,53,6072,4,226,-1,0
unknown,16,no,secondary,no,retired,yes,single,may,unknown,no,24,366,2,234,-1,0
cellular,10,no,tertiary,no,management,yes,divorced,jul,unknown,no,54,0,1,88,-1,0
unknown,21,no,tertiary,yes,management,yes,married,may,unknown,no,31,1343,1,85,-1,0
cellular,18,no,secondary,yes,entrepreneur,no,married,nov,unknown,no,41,2105,1,134,-1,0
cellular,4,no,secondary,no,unknown,no,married,aug,unknown,no,44,2319,3,251,-1,0
cellular,14,no,secondary,yes,services,no,single,may,unknown,no,35,35,1,152,-1,0
cellular,13,no,tertiary,no,management,no,married,aug,failure,no,30,877,1,202,83,5
unknown,30,no,primary,yes,blue-collar,no,single,may,unknown,no,43,30,17,379,-1,0
cellular,28,yes,secondary,no,entrepreneur,yes,married,jul,unknown,no,51,-2082,6,123,-1,0
cellular,30,no,secondary,no,retired,no,married,apr,unknown,no,60,89,2,156,-1,0
unknown,17,no,secondary,no,self-employed,no,married,jun,unknown,no,43,104,1,332,-1,0
telephone,14,no,tertiary,yes,management,no,married,may,unknown,no,31,1750,3,90,-1,0
telephone,20,no,primary,yes,management,no,married,nov,unknown,no,56,772,1,291,-1,0
telephone,6,no,secondary,yes,technician,no,married,feb,unknown,no,42,1048,2,23,-1,0
cellular,21,no,primary,no,entrepreneur,no,married,jul,unknown,no,52,592,2,122,-1,0
cellular,26,no,secondary,yes,technician,yes,married,jul,failure,no,40,0,2,105,172,1
telephone,11,no,secondary,yes,services,no,married,may,unknown,no,36,3064,4,1143,-1,0
unknown,26,no,primary,no,services,no,married,may,unknown,no,40,33,3,70,-1,0
cellular,8,no,secondary,yes,blue-collar,no,married,may,unknown,no,46,0,2,264,-1,0
cellular,27,no,secondary,no,admin.,no,single,may,unknown,no,32,1649,2,204,-1,0
cellular,19,no,tertiary,yes,housemaid,no,single,nov,unknown,no,31,287,1,182,-1,0
cellular,17,no,secondary,yes,technician,no,divorced,nov,unknown,no,41,0,2,386,-1,0
unknown,5,no,primary,no,housemaid,yes,married,jun,unknown,no,58,419,3,295,-1,0
cellular,12,no,secondary,yes,services,no,married,may,unknown,no,36,257,2,86,-1,0
cellular,28,no,secondary,no,technician,no,married,aug,unknown,no,52,118,20,16,-1,0
cellular,20,no,tertiary,no,management,no,married,aug,unknown,no,42,251,2,413,-1,0
unknown,29,no,tertiary,yes,management,yes,single,may,unknown,no,32,1731,3,323,-1,0
cellular,13,no,tertiary,no,management,no,married,oct,unknown,no,62,0,3,78,-1,0
cellular,25,no,tertiary,no,technician,no,single,aug,unknown,no,31,23,3,121,-1,0
cellular,20,yes,secondary,no,blue-collar,yes,single,nov,unknown,yes,41,-386,1,477,-1,0
cellular,19,no,tertiary,no,self-employed,no,married,nov,unknown,no,34,5498,1,265,-1,0
cellular,27,no,tertiary,no,management,no,single,oct,unknown,yes,44,5063,2,418,-1,0
cellular,28,no,primary,yes,blue-collar,no,married,jul,unknown,no,42,7041,4,386,-1,0
unknown,19,no,secondary,no,entrepreneur,no,single,may,unknown,no,37,654,2,594,-1,0
cellular,8,no,tertiary,no,management,no,married,jul,unknown,no,47,1890,1,161,-1,0
cellular,5,no,secondary,yes,unemployed,yes,married,feb,unknown,no,32,2400,3,450,-1,0
cellular,25,no,secondary,yes,blue-collar,no,married,aug,unknown,no,46,519,6,217,-1,0
cellular,8,no,tertiary,no,technician,no,single,aug,unknown,no,39,1190,1,136,-1,0
unknown,9,no,secondary,yes,services,no,single,may,unknown,no,28,229,1,322,-1,0
cellular,16,no,secondary,no,student,no,single,nov,failure,no,26,203,1,104,196,1
cellular,17,no,secondary,no,technician,yes,married,nov,failure,no,52,1818,2,189,111,4
cellular,15,no,secondary,no,unemployed,no,married,jul,failure,yes,42,1289,4,250,415,2
cellular,19,no,tertiary,no,technician,no,divorced,aug,unknown,no,33,39,5,123,-1,0
cellular,23,no,primary,no,retired,no,married,oct,failure,yes,73,796,1,427,182,2
cellular,8,no,secondary,no,admin.,yes,single,jul,unknown,no,35,57,2,632,-1,0
cellular,13,no,tertiary,yes,management,no,married,apr,unknown,no,40,1548,3,101,-1,0
cellular,24,no,secondary,no,technician,no,married,aug,other,yes,51,117,2,467,88,4
cellular,16,no,secondary,yes,admin.,no,single,apr,unknown,no,37,0,2,640,-1,0
cellular,16,no,tertiary,yes,management,yes,married,apr,failure,no,39,691,1,517,255,1
unknown,13,no,secondary,yes,blue-collar,no,married,may,unknown,no,28,64,3,160,-1,0
cellular,12,no,tertiary,yes,technician,no,divorced,jun,unknown,no,49,0,3,177,-1,0
unknown,21,no,secondary,yes,admin.,no,married,may,unknown,no,36,957,1,206,-1,0
unknown,7,no,secondary,yes,technician,no,married,may,unknown,no,45,118,2,208,-1,0
cellular,12,no,tertiary,yes,technician,no,single,apr,unknown,no,29,218,1,169,-1,0
cellular,14,no,secondary,yes,management,no,married,jul,failure,yes,35,724,2,287,415,1
cellular,17,no,tertiary,yes,housemaid,yes,married,jul,unknown,no,35,20,3,505,-1,0
cellular,18,no,secondary,yes,blue-collar,no,married,may,failure,no,30,-28,2,284,371,1
cellular,30,no,primary,no,blue-collar,no,married,jan,failure,no,46,665,4,89,235,2
cellular,29,no,tertiary,no,student,no,single,sep,unknown,no,25,5,1,138,-1,0
cellular,14,no,tertiary,no,management,no,married,dec,success,yes,36,925,3,321,189,4
unknown,15,no,primary,yes,blue-collar,no,married,may,unknown,no,42,2519,4,262,-1,0
cellular,13,no,secondary,no,admin.,no,married,oct,unknown,no,57,3927,1,61,-1,0
cellular,24,no,tertiary,yes,management,no,divorced,jul,unknown,no,42,401,9,217,-1,0
cellular,14,no,tertiary,yes,management,yes,married,jul,unknown,no,29,581,2,192,-1,0
cellular,29,no,tertiary,no,technician,no,married,oct,unknown,no,36,1327,2,174,-1,0
unknown,25,no,secondary,no,unemployed,no,married,jun,unknown,no,31,3242,2,292,-1,0
unknown,29,no,primary,yes,technician,no,married,may,unknown,no,59,3163,2,240,-1,0
cellular,4,no,secondary,no,unemployed,no,divorced,aug,unknown,no,50,32,2,282,-1,0
telephone,14,no,secondary,yes,admin.,yes,married,aug,unknown,no,47,310,6,128,-1,0
telephone,2,no,primary,no,housemaid,no,married,feb,unknown,no,46,0,1,161,-1,0
cellular,29,no,primary,yes,blue-collar,no,single,jan,failure,no,26,155,1,291,244,4
cellular,20,no,secondary,yes,services,no,single,nov,unknown,no,31,11386,1,356,-1,0
unknown,21,no,tertiary,yes,services,no,married,may,unknown,no,30,1380,2,294,-1,0
unknown,18,no,unknown,no,blue-collar,no,single,jun,unknown,no,47,2443,1,422,-1,0
unknown,28,no,tertiary,yes,technician,no,single,may,unknown,yes,23,1129,1,806,-1,0
unknown,16,no,primary,no,unemployed,no,single,jun,unknown,no,44,4232,1,227,-1,0
cellular,17,no,secondary,no,self-employed,no,married,nov,unknown,no,42,5564,2,560,-1,0
cellular,17,no,secondary,yes,services,no,single,apr,unknown,no,32,-402,1,135,-1,0
unknown,3,no,secondary,yes,admin.,no,single,jun,unknown,no,28,1323,1,361,-1,0
cellular,18,no,primary,yes,retired,yes,married,jul,unknown,no,57,1623,1,246,-1,0
cellular,4,no,tertiary,yes,technician,no,married,feb,unknown,no,38,1042,2,419,-1,0
cellular,8,no,secondary,no,student,no,single,nov,other,yes,22,2488,2,449,38,10
cellular,17,no,secondary,yes,admin.,no,married,nov,unknown,no,54,865,1,71,-1,0
cellular,21,no,tertiary,yes,technician,no,married,jul,unknown,no,32,-1053,3,357,-1,0
cellular,18,no,tertiary,yes,management,no,married,nov,failure,no,32,1667,2,164,179,3
unknown,15,no,secondary,yes,admin.,no,divorced,may,unknown,no,59,975,4,263,-1,0
